	name	residence	current_location	company	birthdate	sex	blood_group	race	ssn
1710	Shelby Adams	"5191 Mullins Fords
Levineville, MN 23013"	(Decimal('54.669014'), Decimal('145.368512'))	Salazar, Parker and Cunningham	17 May 1995	F	O-	White	102-40-5998
1711	Daniel Bird	"0850 Mitchell Row Suite 173
Lake Travistown, IL 56765"	(Decimal('60.0695945'), Decimal('100.229860'))	Fields Inc	08/23/1964, 00:00:00	M	A-	Black	713-54-3224
1712	Benjamin Sanders	"17305 Barbara Vista
West Brian, MD 39448"	(Decimal('-16.551270'), Decimal('-56.452694'))	Harrell and Sons	11/12/2004, 00:00:00	M	A+	White	093-62-2165
1713	Derek Taylor	"193 Lopez Estates Suite 823
Jamesfort, WV 06667"	(Decimal('-59.747626'), Decimal('-179.686992'))	York, Gonzalez and Figueroa	1962-09-05	M	B+	White	840-02-9543
1714	John Benson	"6490 Debbie Shoal Suite 381
North Gloria, UT 36925"	(Decimal('-41.8963155'), Decimal('-57.631569'))	Torres and Sons	24 May 1998	M	AB+	White	299-90-4865
1715	Phillip Whitehead	"27405 Jennifer Fort
New Juan, IA 71727"	(Decimal('41.492970'), Decimal('163.116944'))	Bennett PLC	1943-03-28	M	AB+	Black	406-92-1676
1716	Margaret Short	"719 Davis Track
Lake Ashley, IA 92647"	(Decimal('-79.1441875'), Decimal('-71.717569'))	Payne-Decker	1958/07/02	F	AB-	White	794-84-5315
1717	John Garcia	"0516 Daniel Squares Apt. 351
Rowlandstad, HI 79359"	(Decimal('-28.204174'), Decimal('135.193807'))	Davis Inc	1966-01-19	M	A-	Asian	794-92-2751
1718	Anthony Glover	"PSC 1317, Box 0736
APO AP 56872"	(Decimal('37.945500'), Decimal('-44.860365'))	Webster-Massey	12/10/1942, 00:00:00	M	O+	White	036-50-5455
1719	Sharon Erickson	"82272 Megan Glens
North Nancystad, NM 17392"	(Decimal('24.767061'), Decimal('144.753392'))	Ayala-Evans	1914-09-15	F	B-	White	791-14-3824
1720	James Smith	"64213 Steven Mews Apt. 460
East Jeremy, MI 05377"	(Decimal('61.144376'), Decimal('-35.872680'))	Russell, Pearson and Yates	1965/11/14	M	B-	white	085-98-3496
1721	Stacy Richards	"5539 Bennett Estates Suite 880
Nicolemouth, MS 04891"	(Decimal('20.757968'), Decimal('84.658590'))	Robinson, Walters and Thompson	16 Feb 1961	F	A-	White	889-33-9748
1722	Brian Morgan	"948 Jesse Turnpike
East James, DC 40238"	(Decimal('50.296785'), Decimal('-141.639741'))	Barrett, Ross and Garcia	11/09/1921, 00:00:00	M	O-	Hawaiian	508-97-7607
1723	David Gardner	"833 Christine Rapids Apt. 133
Taylorchester, NV 96530"	(Decimal('-58.2749855'), Decimal('179.753919'))	Cross Inc	03/12/1942, 00:00:00	M	B-	White	697-13-2881
1724	Christopher Jones	"6000 Justin Knoll Suite 437
North Richardmouth, IA 38877"	(Decimal('-45.3139185'), Decimal('-45.475094'))	Murphy, Reyes and Wise	02 Dec 1916	M	O-	White	843-44-3782
1725	Lauren Acosta	"88515 Sarah Valleys Apt. 124
East Megan, NJ 70983"	(Decimal('66.1120705'), Decimal('-45.966081'))	Davis, Dominguez and Walker	2017-07-25	F	A-	Black	362-71-3704
1726	Joseph Robertson	"001 Patel Mills Apt. 900
Port Kentland, AR 87433"	(Decimal('-9.737300'), Decimal('168.401447'))	Cook-Burke	1931/04/29	M	B-	White	546-86-0670
1727	Kelly Moore	"747 Barr Trail Suite 360
Allenview, IN 29999"	(Decimal('-72.2030435'), Decimal('51.861097'))	Walker-Trujillo	1935/03/17	F	AB-	White	101-02-3474
1728	Mikayla Becker	"9601 John Flats
Lake Davidville, MI 07441"	(Decimal('-80.0658135'), Decimal('-163.476438'))	Clarke, Garcia and Fisher	09 Dec 1993	F	O+	White	838-34-4431
1729	Alexandra Fischer	"9078 Cummings Lane
Port Dale, OK 52064"	(Decimal('53.114397'), Decimal('65.508070'))	Acosta-Williams	1991/01/27	F	A+	White	066-50-7286
1730	Dr. Damon Shaw Jr.	"63291 Ronnie Gateway
East Chase, MA 37763"	(Decimal('14.518582'), Decimal('-168.697692'))	Wilson Ltd	09/28/1983, 00:00:00	M	O-	Hawaiian	477-66-0666
1731	Joseph Castaneda	"PSC 8782, Box 4192
APO AP 93790"	(Decimal('62.6794975'), Decimal('-46.619874'))	Stone-Saunders	1996-02-26	M	B-	White	176-01-9630
1732	Frederick Webster	"1857 Vargas Fort Suite 627
Coryside, MD 54336"	(Decimal('-84.576180'), Decimal('2.039059'))	Rojas Group	1994-10-24	M	A-	White	062-15-8728
1733	Tanya Rose	"2321 Jill Mall
Lake Johnny, WA 82879"	(Decimal('83.744367'), Decimal('3.630342'))	Bray-Miller	20 Nov 1954	F	O-	Indian	725-64-5477
1734	Jennifer Todd	"87588 James Hill Apt. 882
Philipland, IA 54823"	(Decimal('11.9743045'), Decimal('-72.495358'))	Ryan and Sons	27 Mar 1982	F	AB-	White	512-24-3090
1735	Brent Nolan	"97951 Jane View Suite 606
Lake Carolland, WI 12776"	(Decimal('36.9082145'), Decimal('-148.238897'))	Hurley, Mack and Miles	1994-09-03	M	AB-	Indian	879-56-8671
1736	Dr. Samantha Tran MD	"8273 Chen Rest Suite 634
Jessicaland, IA 87418"	(Decimal('-24.4635755'), Decimal('-42.569604'))	Smith, Gomez and Cole	01/02/1926, 00:00:00	F	O-	Black	830-40-9299
1737	Melissa Chung	"0672 Sherri Land Suite 655
Garzaland, MI 90481"	(Decimal('16.3102825'), Decimal('18.414898'))	Smith-Mcclain	16 Nov 1917	F	O+	White	683-67-7650
1738	Mercedes Bird	"USNV Garner
FPO AE 01704"	(Decimal('46.396245'), Decimal('-125.848602'))	Molina LLC	11/23/2013, 00:00:00	F	AB-	White	451-88-4731
1739	Frank Cooke	"752 Williams Fall Suite 570
New Maryfurt, NC 82560"	(Decimal('24.018963'), Decimal('109.978306'))	Zimmerman Inc	11/09/1920, 00:00:00	M	O-	Hawaiian	821-35-5535
1740	Leslie Wang	"Unit 4078 Box 1259
DPO AP 87270"	(Decimal('-76.3971325'), Decimal('157.625980'))	Nichols, Fleming and Wells	16 Aug 1990	F	B+	Black	442-47-5701
1741	James Bryant	"USCGC Sanchez
FPO AP 98238"	(Decimal('33.3989125'), Decimal('-82.102453'))	Baxter Ltd	1960/01/05	M	B-	Black	333-26-5966
1742	Nathan Gomez	"981 Andrew Estates Apt. 277
South Joseph, MI 69824"	(Decimal('50.6875175'), Decimal('-173.432195'))	Johnson, Carpenter and Clark	1910-02-17	M	B-	White	265-62-6633
1743	Robert Lewis	"3048 Cooper Hollow
West Christopher, AZ 79723"	(Decimal('-66.7899125'), Decimal('106.689298'))	Joseph-Taylor	10 May 1918	M	B+	White	308-57-5525
1744	Gina Owens	"035 Ian Ranch
Thorntonburgh, FL 94465"	(Decimal('79.511523'), Decimal('105.235172'))	Baker-Valdez	1983-04-14	F	B-	White	873-16-0510
1745	Miranda Mills	"576 Olson Light Suite 483
Josephberg, RI 91794"	(Decimal('-58.5557705'), Decimal('-148.172888'))	Mendoza, Williams and Guerrero	1958-07-09	F	O+	Asian	604-31-2909
1746	Nicole Scott	"973 Michael Club
East Justin, CT 74454"	(Decimal('23.953620'), Decimal('-52.449410'))	Tran Group	2017-10-14	F	B-	Asian	385-26-8399
1747	Cameron Morris	"59816 Anderson Port Suite 512
East Shannon, CT 85748"	(Decimal('26.4042095'), Decimal('99.834635'))	Joseph-Owens	01/18/1913, 00:00:00	M	B-	Indian	716-46-2699
1748	Gregory Lee	"35174 Joshua Cove Suite 800
New Craigton, KS 04848"	(Decimal('41.2031865'), Decimal('98.872111'))	Ellison LLC	11 May 2001	M	AB-	White	775-44-6140
1749	Jamie Barton	"94804 Walsh Vista Apt. 252
New Steven, CO 10591"	(Decimal('71.4892615'), Decimal('77.176295'))	Aguirre, Brown and Wagner	07/16/2011, 00:00:00	F	B-	Asian	502-53-0490
1750	William Walton	"297 English Mountains
Burkefurt, CO 96438"	(Decimal('47.1509625'), Decimal('-99.579318'))	Blake-Cooper	1942-12-28	M	B+	Indian	232-60-3093
1751	Ethan Perez	"203 Morris Turnpike
Adkinsberg, KY 12734"	(Decimal('-37.2522255'), Decimal('-168.375695'))	Johnson, Rogers and Mendoza	05/23/1941, 00:00:00	M	O-	White	655-54-9687
1752	James Jackson	"7435 Whitney Spurs
East Stacystad, TX 34803"	(Decimal('-81.3745845'), Decimal('-99.181434'))	Torres, Myers and Cervantes	26 Apr 1946	M	B-	White	419-70-5008
1753	Tiffany George	"996 James Prairie
South Kennethbury, DC 63215"	(Decimal('-68.3002875'), Decimal('56.369667'))	Escobar-King	03/29/1959, 00:00:00	F	AB+	Black	324-06-9009
1754	Elizabeth Todd	"2996 Beltran Plain
Port Samuelshire, MD 05248"	(Decimal('-22.304366'), Decimal('2.511303'))	Ramos Inc	1948/12/28	F	AB-	White	271-87-9098
1755	Jennifer Morton	"82603 Teresa Parkways
Lindsayshire, CT 02048"	(Decimal('-62.228460'), Decimal('9.155660'))	Wilson, Navarro and Chang	1951/06/20	F	A+	White	698-30-2881
1756	Steven Lewis	"6459 Martin Route Apt. 507
Kevinville, UT 54824"	(Decimal('-32.794662'), Decimal('-26.135969'))	Haynes-Bennett	02/05/1990, 00:00:00	M	O+	White	730-20-0705
1757	Kyle Mcneil	"0509 Diana Shores Apt. 188
New Cynthiaberg, NM 16490"	(Decimal('-74.0527825'), Decimal('70.148512'))	Hernandez, Thomas and Hall	06/28/1995, 00:00:00	M	B-	White	708-88-4288
1758	Daniel Clark	"5646 Long Locks
Marymouth, HI 55774"	(Decimal('27.1300525'), Decimal('-130.428670'))	Sanders Group	1930/12/24	M	B-	White	442-83-7970
1759	Jonathan Salas	"6528 Jackson Terrace
West Peter, NY 26638"	(Decimal('-49.744859'), Decimal('-169.479872'))	Garcia Ltd	1974-03-30	M	B-	White	366-68-5563
1760	Autumn Walker	"841 Kent Gateway Suite 068
New Katelyn, WI 85243"	(Decimal('-6.933661'), Decimal('-157.712971'))	Hanson, Coleman and Cross	1942/08/27	F	B+	White	095-47-3609
1761	April Arnold	"0732 Jessica Underpass Apt. 315
Prestonberg, MS 89955"	(Decimal('34.1380065'), Decimal('-13.569454'))	Norman-Welch	1941/01/08	F	AB-	Black	398-53-8025
1762	Cory Wright	"0071 Adams Isle Suite 138
Stephaniebury, NE 45478"	(Decimal('25.948532'), Decimal('89.055524'))	Rivera and Sons	1927/02/13	M	A-	Black	507-33-0296
1763	Crystal Garcia	"310 Nelson Curve Apt. 431
West Jeffrey, NJ 08933"	(Decimal('-51.746098'), Decimal('-80.704852'))	James-Peterson	02/27/1910, 00:00:00	F	A+	White	532-69-8166
1764	Keith Robinson	"3972 Little Path Suite 862
Andrewhaven, CO 19481"	(Decimal('-83.423379'), Decimal('178.900822'))	Morris Group	03 May 1923	M	A+	White	649-94-9878
1765	Christopher Lee	"8415 Flynn Junctions
Gileschester, MD 61101"	(Decimal('24.952596'), Decimal('89.385061'))	Mcintosh, Jackson and Murray	11 Dec 1977	M	B-	White	899-19-9471
1766	Sabrina Harris	"045 Levy Shore Suite 801
East Christianburgh, LA 31107"	(Decimal('-33.8985415'), Decimal('171.260735'))	Bowers-Wilkerson	1916-10-01	F	O+	White	518-84-8100
1767	Whitney Carney	"97684 Matthew Port
Travisville, MS 21656"	(Decimal('5.136600'), Decimal('60.689680'))	Buckley-Bennett	1937-06-23	F	AB-	White	389-18-7433
1768	Justin Watson	"121 Linda Knolls
Wilsonfort, NJ 05302"	(Decimal('24.9971055'), Decimal('-133.714757'))	Johnson, Wagner and Larson	01 Mar 2014	M	A-	Black	049-68-8769
1769	Leah Gonzales	"112 Skinner Mills
Lake Joanside, WV 64032"	(Decimal('-11.7734855'), Decimal('-121.485266'))	Smith, Carr and Savage	24 Aug 1934	F	B+	White	033-73-7840
1770	Tony Nash	"861 Kelly Station
Katietown, NV 02765"	(Decimal('-13.299702'), Decimal('112.026406'))	Perez-Frye	1973-08-17	M	O+	Black	146-78-6139
1771	Amber Jones	"USNV Olsen
FPO AA 71463"	(Decimal('-5.9714165'), Decimal('-82.858282'))	Lopez PLC	1996/08/01	F	A+	Black	219-83-5261
1772	Kimberly Green	"51405 Anthony Harbors Suite 626
Adammouth, AL 15924"	(Decimal('40.1301715'), Decimal('68.479698'))	Ramirez Inc	09/04/1939, 00:00:00	F	AB+	White	816-01-2302
1773	Patrick Torres	"060 Anderson Route
Andrewburgh, OH 87869"	(Decimal('-47.2638575'), Decimal('-13.716794'))	Webb PLC	2007/06/18	M	A-	White	020-75-3907
1774	Benjamin Peterson	"Unit 1475 Box 1068
DPO AP 68610"	(Decimal('-34.477869'), Decimal('-116.665194'))	Jones-Garcia	10/04/1959, 00:00:00	M	O+	White	287-36-4742
1775	Thomas Huffman	"USCGC Middleton
FPO AE 78849"	(Decimal('83.103975'), Decimal('175.029091'))	Nguyen-Boyd	1951/08/25	M	B+	White	616-39-0783
1776	Kenneth Murphy	"Unit 5987 Box 6786
DPO AA 04745"	(Decimal('71.3443975'), Decimal('48.991771'))	Davis and Sons	1981/01/24	M	A+	Black	838-32-4757
1777	William Gomez	"906 Morris Stravenue
New Michelleshire, ID 89535"	(Decimal('84.928239'), Decimal('89.749629'))	Mcmahon Inc	07 Nov 1924	M	O+	blsck	478-55-8691
1778	Monica Smith	"380 Jessica Ports Apt. 551
Lake Sarahport, MD 49660"	(Decimal('14.5406515'), Decimal('160.834528'))	Montgomery, Johnson and Higgins	13 Feb 1966	F	AB+	Indian	662-25-7463
1779	Robert Fisher	"PSC 3250, Box 8324
APO AP 69820"	(Decimal('-15.681386'), Decimal('9.536578'))	Yang Inc	06/01/2011, 00:00:00	M	A+	Black	813-54-2574
1780	Jennifer Adams	"814 Sullivan Common
New Michaelberg, PA 35565"	(Decimal('80.2320935'), Decimal('27.925951'))	Sampson, Farmer and Williams	1938/07/08	F	B+	Asian	780-46-1221
1781	Dana Lee	"460 Amanda Square
Lewisshire, MO 19709"	(Decimal('-61.761439'), Decimal('85.543410'))	Cole-Chen	1910/02/01	F	B-	White	161-57-1157
1782	Tracy Griffith	"306 James Squares Apt. 873
Garyhaven, GA 79719"	(Decimal('-55.4094295'), Decimal('-97.857224'))	Flores Inc	1925/05/17	F	AB+	White	157-26-5268
1783	Heather Hampton	"6684 Diaz Flats
North Jasonchester, NH 88296"	(Decimal('33.7913675'), Decimal('15.700215'))	Martin, Hogan and Lopez	1968/02/20	F	AB-	Black	067-94-7490
1784	Laura Hudson	"014 Nicole Avenue
Rachelton, MA 25406"	(Decimal('-37.6661515'), Decimal('-119.100759'))	Lopez-Turner	2014-09-07	F	AB+	White	383-40-0589
1785	Lisa Thomas	"USCGC Barber
FPO AP 23719"	(Decimal('13.643650'), Decimal('45.263994'))	Hinton LLC	1922/01/07	F	A+	Black	006-02-0045
1786	Jesus Wolfe	"1865 Baker Via Suite 107
New Jose, KS 75393"	(Decimal('1.142811'), Decimal('146.674556'))	Andrews-Bailey	26 May 1927	M	AB+	White	311-61-7135
1787	Maxwell Rodriguez	"16015 Haley Bridge Apt. 109
North Christopher, MS 16068"	(Decimal('-19.4246915'), Decimal('33.290741'))	Wheeler and Sons	02/14/1930, 00:00:00	M	O+	White	070-94-1320
1788	Sarah Santiago	"3970 Victor Way
West Rachelland, MT 04761"	(Decimal('74.081288'), Decimal('65.798497'))	Solis-Maldonado	1916/01/12	F	A-	White	601-99-3353
1789	Travis Wyatt MD	"1227 Robert Junctions Apt. 385
Port Shawnhaven, UT 69711"	(Decimal('65.990649'), Decimal('161.036516'))	Baker-Young	1994/01/19	M	B-	White	770-32-9718
1790	Stacey Fletcher	"72916 Dudley Roads Apt. 179
Phamstad, NM 60604"	(Decimal('-70.7808685'), Decimal('-9.557349'))	Smith-Cox	1982/10/20	F	AB+	White	597-44-8676
1791	Angela Thomas	"91825 Barker Mountains Suite 812
New Daniel, HI 06701"	(Decimal('82.488930'), Decimal('-151.672106'))	Grant-Martinez	1986/03/31	F	O-	Asian	350-84-2470
1792	Kathy Dunlap	"10603 Moore Brook Suite 398
East Sandybury, OH 45591"	(Decimal('69.5097645'), Decimal('-98.468804'))	Morrison-Cruz	19 Jul 1932	F	B+	Indian	206-42-1507
1793	Robert Jones	"994 Mary River Apt. 538
Ryanton, OH 78721"	(Decimal('30.315991'), Decimal('-160.979785'))	Smith Group	2012/01/09	M	O-	Asian	108-91-9465
1794	Kevin Williams	"4759 Daniel Fords
Zacharyhaven, ME 08492"	(Decimal('-63.272505'), Decimal('35.405974'))	Farley, Robinson and Ramsey	1922/11/08	M	O+	Indian	751-03-4608
1795	Lacey Berry	"8502 Jordan Gateway Apt. 131
Jamesstad, DC 97475"	(Decimal('-11.4692375'), Decimal('-9.945330'))	Meadows Ltd	2016/07/31	F	O+	Asian	670-43-5749
1796	Pedro Evans	"58020 Daniel Parks Apt. 883
Port Ashley, DC 71100"	(Decimal('-39.9505515'), Decimal('25.006285'))	Sandoval-Glass	1974-05-02	M	AB+	Asian	052-99-1284
1797	Janice Barker	"9795 Cindy Cliff Suite 264
Mercedeshaven, PA 21300"	(Decimal('55.5768585'), Decimal('100.587202'))	Yang and Sons	31 Jul 2006	F	B-	Black	509-43-1065
1798	Derrick Haynes	"298 Pamela Camp
Cynthiaside, NV 59320"	(Decimal('77.590553'), Decimal('114.132748'))	Smith, Hudson and Duffy	1963-07-12	M	B-	White	456-57-8654
1799	Kelly Hodges	"510 Jamie Mews Apt. 080
East Christopherhaven, MS 21834"	(Decimal('15.240344'), Decimal('-172.586811'))	Martin Ltd	1958/04/05	F	AB+	Indian	520-60-2989
1800	Bianca Sexton	"029 Hawkins Plaza Apt. 101
North Masonmouth, ID 70003"	(Decimal('-89.063190'), Decimal('-37.159261'))	Washington-White	07/24/1964, 00:00:00	F	A+	Black	511-75-9052
1801	Kelly Barnes	"20813 Susan Summit
Patrickstad, IL 19280"	(Decimal('55.254817'), Decimal('174.992842'))	Smith, Reynolds and Pace	1942-06-12	F	AB+	White	394-31-2408
1802	Paige Jackson	"228 Cruz Viaduct Apt. 560
Port Emilybury, GA 75786"	(Decimal('-66.729882'), Decimal('-128.657379'))	Marks Inc	09 Nov 1919	F	A-	Black	322-29-0375
1803	Shane Carpenter	"478 Kimberly Dam
Garystad, NY 65306"	(Decimal('37.1898545'), Decimal('-20.509229'))	Stevens, Gonzalez and Montgomery	03/17/1953, 00:00:00	M	B-	Black	250-57-1987
1804	Danny Parker	"851 Berry Wells Apt. 517
Bradburgh, HI 76997"	(Decimal('66.940408'), Decimal('-149.864193'))	Vasquez, Lee and Richard	08/18/1911, 00:00:00	M	O+	White	457-27-2509
1805	Justin Ryan	"981 Burton Drive Suite 921
Victorfurt, IL 56455"	(Decimal('-15.1128375'), Decimal('-116.849812'))	Martinez, Melendez and Day	1922-05-20	M	B-	Black	709-19-3679
1806	Stephen Becker	"49179 Luke Plains Suite 320
Hannahview, DC 64348"	(Decimal('-1.194805'), Decimal('17.142322'))	Lee Group	05 Sep 1958	M	A+	Asian	434-15-7385
1807	Thomas Morgan	"3234 Russell Course
Huffmouth, RI 29791"	(Decimal('84.802842'), Decimal('-20.605526'))	Horn PLC	1978/06/20	M	B-	Black	269-41-9234
1808	Marcus Miller	"38522 Vincent Knolls Apt. 637
South Dennisfurt, IL 16303"	(Decimal('-18.8115685'), Decimal('77.971023'))	Estrada, Diaz and Avila	2017/02/17	M	O-	White	124-57-4634
1809	Dakota Stephens	"7975 Alvarado Knoll Apt. 498
Mcgeestad, OR 52999"	(Decimal('57.165773'), Decimal('-26.261542'))	Garcia, Martinez and Wilson	1998-04-03	M	AB+	Black	512-32-6989
1810	Charles George	"826 Jennifer Viaduct Apt. 841
Jasonhaven, AK 60776"	(Decimal('-85.8796855'), Decimal('147.158767'))	Flores-Harris	01/15/1930, 00:00:00	M	O+	Black	495-16-6777
1811	Ashley Vargas	"9424 Keith Courts
Port Randy, LA 04185"	(Decimal('-14.6493055'), Decimal('-106.027589'))	Taylor, Gonzalez and Burke	1960-07-03	F	A-	black	275-74-5486
1812	Gabrielle Shea	"PSC 9987, Box 9153
APO AA 85581"	(Decimal('82.8395455'), Decimal('-160.863572'))	Beasley and Sons	1928-03-19	F	A-	White	384-74-0359
1813	Lucas Brown	"7567 Brady Fall Apt. 940
Timothyshire, DC 63307"	(Decimal('4.151756'), Decimal('173.393823'))	Burgess, Smith and Watson	2007/01/16	M	A-	Black	100-50-0778
1814	Samantha Blair	"353 Dana Prairie Suite 286
Anthonychester, OK 05948"	(Decimal('14.0859575'), Decimal('162.168762'))	Garcia PLC	15 May 2020	F	AB-	Black	237-49-7629
1815	Samuel Hall	"7185 Pamela Plaza
Samanthastad, TX 37999"	(Decimal('47.7270675'), Decimal('25.005627'))	Green, Juarez and Foster	1968-11-12	M	B-	White	255-42-6571
1816	Walter Hogan	"USNV Haynes
FPO AP 90494"	(Decimal('-14.456751'), Decimal('9.926302'))	Miller and Sons	06 Nov 2008	M	A-	White	714-30-3465
1817	Jacqueline Hudson	"30862 Christopher Avenue Suite 242
Whitefort, IL 78602"	(Decimal('-22.7347565'), Decimal('39.260834'))	White Ltd	15 Mar 1919	F	A-	Indian	563-26-9471
1818	Stacey Villanueva	"42398 Brenda Walks
Patrickstad, NC 37248"	(Decimal('15.676066'), Decimal('164.107210'))	Tate-Lee	05 Dec 1957	F	A-	White	012-31-3644
1819	Douglas Clarke DVM	"80611 Brett Mission Suite 881
Andrewsshire, MT 55922"	(Decimal('-1.3011115'), Decimal('104.571618'))	Odom, Simmons and Aguilar	1954-04-25	M	O+	Asian	023-92-8910
1820	Joyce Lewis	"679 Lynn Bridge
South Samanthatown, NH 70235"	(Decimal('18.8968535'), Decimal('-171.801128'))	Brown-Gonzalez	1982-07-20	F	A+	White	531-36-9986
1821	Terrence Davis	"PSC 1006, Box 0903
APO AA 97947"	(Decimal('-66.472081'), Decimal('99.281421'))	Clark, Armstrong and Riggs	1968/07/22	M	AB+	White	809-97-2477
1822	Madison George	"87326 Morgan Creek Suite 225
Lake Kristen, IN 61917"	(Decimal('-50.935594'), Decimal('122.415220'))	James Group	09/20/1984, 00:00:00	F	B+	Black	119-19-8283
1823	Julie Green	"515 Kidd Branch Suite 211
New Paula, TX 69905"	(Decimal('-83.3809795'), Decimal('-36.971357'))	Thomas-Espinoza	05/01/1932, 00:00:00	F	A+	White	780-54-5506
1824	Cheryl Dyer	"60275 Ruiz Parkway
New Samuel, NE 67807"	(Decimal('-70.790723'), Decimal('39.194100'))	May, Serrano and Mcbride	1968/04/13	F	O-	White	761-16-5078
1825	Kimberly Thomas	"89194 Emily Station Suite 757
West Michaelport, KS 49372"	(Decimal('25.518927'), Decimal('-56.370002'))	Baker, Rodriguez and Smith	07/07/1965, 00:00:00	F	AB-	White	290-33-0206
1826	Alejandro Crawford	"194 Holly Ramp Apt. 072
North Erikahaven, CO 14204"	(Decimal('-89.1013815'), Decimal('16.483299'))	Smith Group	07/12/2010, 00:00:00	M	B-	White	404-32-7008
1827	Susan Washington	"4923 Wilson Brooks
North Amy, MS 27891"	(Decimal('-31.9000945'), Decimal('0.743654'))	Hudson Ltd	07/18/2008, 00:00:00	F	AB-	Black	397-64-8576
1828	Keith Brown	"9457 Victoria Shoal
East Jessica, MA 33360"	(Decimal('-38.245813'), Decimal('164.133046'))	Proctor-Mitchell	2019/04/14	M	AB-	White	463-69-6892
1829	Sharon Castro	"10046 James Port Suite 526
Port Judy, IN 71058"	(Decimal('-37.862857'), Decimal('147.002481'))	Wilkins LLC	19 Jul 1931	F	O+	White	705-08-7909
1830	Matthew Thompson	"7194 Rebecca Street Apt. 476
East Johnville, IN 51670"	(Decimal('12.9800155'), Decimal('165.012750'))	Espinoza, Guzman and Gonzales	1971/10/22	M	AB-	Black	611-10-1373
1831	Charles Thomas	"4085 Harris Corner
Ashleystad, MS 41271"	(Decimal('-46.5739055'), Decimal('-46.365778'))	Hale Inc	1957-09-02	M	A+	Black	591-53-5354
1832	Michael Armstrong	"545 James Lakes
Jordanside, OH 44651"	(Decimal('-50.5188855'), Decimal('173.061878'))	Jones Group	07/16/1997, 00:00:00	M	A-	White	626-04-8395
1833	Samantha Davila	"7967 Jennifer Ville
New Andrew, HI 12564"	(Decimal('49.184204'), Decimal('67.634275'))	Watts, Hodges and Cochran	1947-12-22	F	AB+	White	711-91-5696
1834	Cory Stokes	"8631 Stevens Courts
Armstrongstad, CT 68296"	(Decimal('-26.7536305'), Decimal('19.233843'))	Jenkins, Ingram and Thornton	28 Jul 1997	M	B+	White	351-47-1512
1835	Marie Foley	"PSC 4629, Box 2691
APO AE 04011"	(Decimal('-53.4721895'), Decimal('111.198346'))	Murphy, Bryant and Olson	15 Feb 2007	F	A-	Indian	510-39-1361
1836	Jessica Morgan	"50091 Leah Throughway Apt. 999
New Kimberly, RI 52092"	(Decimal('44.485601'), Decimal('75.144477'))	Campos Inc	12 Oct 2018	F	AB+	White	220-67-6339
1837	Austin Hunt	"872 Roberts Spring Suite 623
Stephenshire, MT 49298"	(Decimal('11.4610465'), Decimal('24.035951'))	Kelley, Cox and Newman	06/22/1945, 00:00:00	M	B+	White	659-28-0528
1838	Tammy Mcdonald	"43373 Moran Pine
Michaelmouth, IL 47996"	(Decimal('58.920548'), Decimal('113.682136'))	Simmons-Watts	1922-12-16	F	B+	Black	817-25-9694
